Order_ID,Order_Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25761,2018-08-25 00:00:00.0000000,Madhav,Uttar Pradesh,Mathura,418,70,7,Electronics,Phones,COD
B-25819,2018-10-15 00:00:00.0000000,Ankur,Madhya Pradesh,Bhopal,417,49,3,Electronics,Electronic Games,COD
B-25853,2018-11-08 00:00:00.0000000,Gaurav,Gujarat,Ahmedabad,199,48,4,Clothing,Stole,UPI
B-25662,2018-05-17 00:00:00.0000000,Sweta,Maharashtra,Mumbai,385,-77,11,Furniture,Furnishings,UPI
B-25993,2018-02-03 00:00:00.0000000,Madhav,Delhi,Delhi,414,199,3,Electronics,Phones,COD
B-25703,2018-06-28 00:00:00.0000000,Ekta,Madhya Pradesh,Indore,97,-45,4,Clothing,Saree,COD
B-25848,2018-11-03 00:00:00.0000000,Rohan,Himachal Pradesh,Simla,648,50,6,Electronics,Electronic Games,Credit Card
B-25678,2018-06-03 00:00:00.0000000,Bathina,Karnataka,Bangalore,27,-25,2,Clothing,Shirt,Debit Card
B-25925,2018-12-29 00:00:00.0000000,Shruti,Maharashtra,Mumbai,27,12,1,Clothing,Stole,Debit Card
B-25977,2018-01-27 00:00:00.0000000,Aayushi,Gujarat,Surat,27,1,1,Clothing,Stole,UPI
B-25797,2018-09-30 00:00:00.0000000,Sauptik,Madhya Pradesh,Indore,413,-314,9,Furniture,Chairs,COD
B-26067,2018-03-16 00:00:00.0000000,Tulika,Madhya Pradesh,Bhopal,53,2,4,Clothing,Hankerchief,COD
B-25810,2018-10-10 00:00:00.0000000,Nripraj,Punjab,Chandigarh,29,8,5,Clothing,Hankerchief,UPI
B-25648,2018-05-04 00:00:00.0000000,Aditya,Punjab,Chandigarh,30,13,1,Clothing,T-shirt,UPI
B-25933,2018-01-04 00:00:00.0000000,Shikhar,Maharashtra,Mumbai,412,412,6,Clothing,Saree,COD
B-25942,2018-01-08 00:00:00.0000000,Ankur,Andhra Pradesh,Hyderabad,646,-23,2,Electronics,Printers,Credit Card
B-25656,2018-05-11 00:00:00.0000000,Priyanka,Maharashtra,Pune,30,-5,5,Clothing,Stole,UPI
B-26067,2018-03-16 00:00:00.0000000,Tulika,Madhya Pradesh,Bhopal,618,27,4,Furniture,Bookcases,Credit Card
B-25673,2018-05-28 00:00:00.0000000,Arsheen,Gujarat,Ahmedabad,143,-124,5,Clothing,Saree,UPI
B-25797,2018-09-30 00:00:00.0000000,Sauptik,Madhya Pradesh,Indore,31,1,2,Clothing,Hankerchief,UPI
B-26098,2018-03-29 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,409,86,3,Clothing,Saree,COD
B-25656,2018-05-11 00:00:00.0000000,Priyanka,Maharashtra,Pune,406,126,2,Clothing,Saree,COD
B-25791,2018-09-24 00:00:00.0000000,Avish,Kerala ,Thiruvananthapuram,565,66,7,Clothing,Saree,Credit Card
B-26053,2018-03-09 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,85,2,6,Clothing,Stole,COD
B-25983,2018-01-30 00:00:00.0000000,Atul,Delhi,Delhi,561,118,5,Furniture,Bookcases,Credit Card
B-25743,2018-08-07 00:00:00.0000000,Aman,Nagaland,Kohima,503,-56,2,Clothing,Trousers,COD
B-25867,2018-11-17 00:00:00.0000000,Ankit,Sikkim,Gangtok,31,14,3,Clothing,Stole,UPI
B-25973,2018-01-24 00:00:00.0000000,Madan Mohan,Uttar Pradesh,Mathura,398,111,8,Clothing,Hankerchief,COD
B-25895,2018-12-04 00:00:00.0000000,Sathya,Gujarat,Surat,388,93,2,Furniture,Bookcases,COD
B-26003,2018-02-08 00:00:00.0000000,Hitesh,Madhya Pradesh,Bhopal,498,-116,4,Clothing,Saree,UPI
B-25717,2018-07-12 00:00:00.0000000,Manshul,Uttar Pradesh,Lucknow,561,212,3,Clothing,Saree,Credit Card
B-26064,2018-03-16 00:00:00.0000000,Ankita,Maharashtra,Mumbai,61,3,4,Clothing,Hankerchief,COD
B-25630,2018-04-24 00:00:00.0000000,Sahil,Punjab,Chandigarh,34,-22,4,Clothing,T-shirt,COD
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,32,6,3,Clothing,Shirt,UPI
B-25786,2018-09-19 00:00:00.0000000,Madan Mohan,Uttar Pradesh,Mathura,623,-192,3,Furniture,Tables,UPI
B-26035,2018-02-23 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,520,151,3,Electronics,Phones,Credit Card
B-25693,2018-06-18 00:00:00.0000000,Parna,Madhya Pradesh,Bhopal,32,-16,6,Clothing,Saree,UPI
B-25703,2018-06-28 00:00:00.0000000,Ekta,Madhya Pradesh,Indore,32,-5,5,Clothing,Hankerchief,UPI
B-25966,2018-01-21 00:00:00.0000000,Soumya,Rajasthan,Udaipur,510,234,6,Electronics,Electronic Games,EMI
B-26060,2018-03-13 00:00:00.0000000,Chirag,Maharashtra,Mumbai,382,68,3,Clothing,Saree,COD
B-25898,2018-12-07 00:00:00.0000000,Abhishek,Rajasthan,Udaipur,33,13,3,Clothing,Leggings,UPI
B-25686,2018-06-11 00:00:00.0000000,Pooja,Himachal Pradesh,Simla,381,-13,2,Clothing,Saree,COD
B-26051,2018-03-07 00:00:00.0000000,Parishi,West Bengal,Kolkata,490,88,2,Electronics,Accessories,EMI
B-25854,2018-11-08 00:00:00.0000000,Shubham,Maharashtra,Pune,381,144,2,Clothing,Saree,COD
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,487,143,4,Electronics,Phones,EMI
B-25961,2018-01-18 00:00:00.0000000,Surbhi,Gujarat,Ahmedabad,366,84,3,Furniture,Bookcases,COD
B-25701,2018-06-26 00:00:00.0000000,Maithilee,Madhya Pradesh,Indore,33,-29,3,Clothing,Shirt,UPI
B-25970,2018-01-22 00:00:00.0000000,Rhea,Maharashtra,Mumbai,365,107,3,Electronics,Phones,COD
B-25933,2018-01-04 00:00:00.0000000,Shikhar,Maharashtra,Mumbai,207,-100,2,Clothing,Saree,UPI
B-26081,2018-03-22 00:00:00.0000000,Aarushi,Tamil Nadu,Chennai,359,-338,5,Furniture,Bookcases,COD
B-25650,2018-05-06 00:00:00.0000000,Chirag,Maharashtra,Mumbai,351,-47,8,Electronics,Phones,COD
B-25850,2018-11-05 00:00:00.0000000,Abhishek,Goa,Goa,485,199,4,Clothing,Saree,EMI
B-25643,2018-04-29 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,37,-23,4,Clothing,Shirt,UPI
B-26100,2018-03-31 00:00:00.0000000,Hitika,Madhya Pradesh,Indore,34,10,2,Clothing,T-shirt,Debit Card
B-25964,2018-01-20 00:00:00.0000000,Oshin,Maharashtra,Pune,346,108,3,Furniture,Chairs,COD
B-25676,2018-06-01 00:00:00.0000000,Chandni,Rajasthan,Jaipur,342,-103,4,Electronics,Electronic Games,COD
B-25628,2018-04-24 00:00:00.0000000,Pooja,Bihar,Patna,35,-8,2,Furniture,Furnishings,Debit Card
B-25891,2018-12-04 00:00:00.0000000,Shivani,Madhya Pradesh,Indore,121,41,4,Clothing,Stole,UPI
B-25903,2018-12-10 00:00:00.0000000,Amlan,Madhya Pradesh,Indore,336,57,2,Electronics,Phones,COD
B-25851,2018-11-06 00:00:00.0000000,Kushal,Nagaland,Kohima,336,71,3,Furniture,Bookcases,COD
B-26089,2018-03-26 00:00:00.0000000,Kanak,Goa,Goa,27,4,1,Clothing,Hankerchief,COD
B-25996,2018-02-04 00:00:00.0000000,Prashant,Delhi,Delhi,333,50,2,Electronics,Phones,COD
B-25881,2018-11-25 00:00:00.0000000,Lalita,Uttar Pradesh,Mathura,36,7,3,Clothing,Leggings,Debit Card
B-25621,2018-04-20 00:00:00.0000000,Deepak,Madhya Pradesh,Bhopal,333,-15,3,Electronics,Phones,COD
B-25727,2018-07-22 00:00:00.0000000,Turumella,Madhya Pradesh,Indore,327,114,4,Clothing,Trousers,COD
B-25843,2018-11-03 00:00:00.0000000,Mrunal,Maharashtra,Mumbai,18,6,3,Clothing,Hankerchief,UPI
B-26050,2018-03-06 00:00:00.0000000,Paridhi,Rajasthan,Jaipur,325,32,7,Clothing,T-shirt,COD
B-25741,2018-08-03 00:00:00.0000000,Navdeep,Madhya Pradesh,Indore,482,-6,7,Electronics,Electronic Games,EMI
B-25756,2018-08-20 00:00:00.0000000,Mohan,Maharashtra,Mumbai,465,-33,4,Electronics,Phones,EMI
B-25787,2018-09-20 00:00:00.0000000,Asish,Jammu and Kashmir,Kashmir,40,-12,3,Clothing,Shirt,COD
B-25603,2018-04-03 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,107,36,6,Clothing,Stole,COD
B-25655,2018-05-11 00:00:00.0000000,Nida,Madhya Pradesh,Indore,312,-312,7,Furniture,Chairs,COD
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,451,25,3,Electronics,Phones,EMI
B-25962,2018-01-19 00:00:00.0000000,Tejeswini,Maharashtra,Pune,312,62,1,Electronics,Electronic Games,COD
B-26007,2018-02-09 00:00:00.0000000,Shubham,Jammu and Kashmir,Kashmir,311,72,2,Furniture,Bookcases,COD
B-26088,2018-03-26 00:00:00.0000000,Bhavna,Sikkim,Gangtok,11,5,2,Clothing,Hankerchief,UPI
B-25673,2018-05-28 00:00:00.0000000,Arsheen,Gujarat,Ahmedabad,37,-5,3,Clothing,T-shirt,Debit Card
B-25664,2018-05-20 00:00:00.0000000,Pratyusmita,Bihar,Patna,444,-200,4,Electronics,Phones,EMI
B-25642,2018-04-28 00:00:00.0000000,Ajay,Karnataka,Bangalore,434,26,11,Clothing,Shirt,Credit Card
B-25987,2018-01-31 00:00:00.0000000,Manjiri,Delhi,Delhi,299,0,6,Clothing,Stole,COD
B-25903,2018-12-10 00:00:00.0000000,Amlan,Madhya Pradesh,Indore,37,17,3,Clothing,Hankerchief,Debit Card
B-25770,2018-09-02 00:00:00.0000000,Sakshi,Madhya Pradesh,Indore,299,113,2,Furniture,Bookcases,COD
B-25840,2018-10-31 00:00:00.0000000,Sneha,Karnataka,Bangalore,298,74,2,Furniture,Bookcases,COD
B-25846,2018-11-03 00:00:00.0000000,Soodesh,Punjab,Chandigarh,94,7,7,Clothing,Leggings,UPI
B-25745,2018-08-09 00:00:00.0000000,Kartik,Gujarat,Ahmedabad,296,225,11,Clothing,Saree,COD
B-26073,2018-03-21 00:00:00.0000000,Pournamasi,Madhya Pradesh,Indore,37,17,3,Clothing,Hankerchief,Debit Card
B-26030,2018-02-21 00:00:00.0000000,Sarita,Maharashtra,Pune,291,93,2,Electronics,Printers,COD
B-25678,2018-06-03 00:00:00.0000000,Bathina,Karnataka,Bangalore,327,-39,1,Electronics,Phones,COD
B-26035,2018-02-23 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,291,119,11,Clothing,Saree,COD
B-25896,2018-12-05 00:00:00.0000000,Aman,Maharashtra,Mumbai,287,-66,6,Clothing,Kurti,COD
B-25989,2018-02-01 00:00:00.0000000,Anjali,Delhi,Delhi,42,15,1,Electronics,Accessories,UPI
B-26016,2018-02-14 00:00:00.0000000,Hazel,Karnataka,Bangalore,429,61,3,Electronics,Electronic Games,Credit Card
B-26009,2018-02-10 00:00:00.0000000,Komal,Uttar Pradesh,Lucknow,285,128,2,Electronics,Printers,COD
B-25915,2018-12-19 00:00:00.0000000,Sukruta,Punjab,Amritsar,277,3,1,Electronics,Electronic Games,COD
B-25845,2018-11-03 00:00:00.0000000,Snel,Kerala ,Thiruvananthapuram,274,-7,4,Electronics,Phones,COD
B-25645,2018-05-01 00:00:00.0000000,Yaanvi,Madhya Pradesh,Indore,273,-87,4,Electronics,Phones,COD
B-25803,2018-10-05 00:00:00.0000000,Shivanshu,Madhya Pradesh,Indore,269,91,1,Electronics,Electronic Games,COD
B-26030,2018-02-21 00:00:00.0000000,Sarita,Maharashtra,Pune,11,5,1,Clothing,Skirt,COD
B-25955,2018-01-16 00:00:00.0000000,Shiva,Maharashtra,Pune,39,2,2,Clothing,Saree,Debit Card
B-26096,2018-03-28 00:00:00.0000000,Atharv,West Bengal,Kolkata,264,-26,3,Clothing,Trousers,COD
B-25635,2018-04-26 00:00:00.0000000,Nidhi,Nagaland,Kohima,40,16,3,Clothing,Hankerchief,Debit Card
B-26038,2018-02-24 00:00:00.0000000,Pooja,Bihar,Patna,41,19,2,Clothing,T-shirt,Debit Card
B-25791,2018-09-24 00:00:00.0000000,Avish,Kerala ,Thiruvananthapuram,253,-63,2,Clothing,Saree,UPI
B-26014,2018-02-13 00:00:00.0000000,Divsha,Rajasthan,Jaipur,406,97,7,Furniture,Chairs,Credit Card
B-25751,2018-08-14 00:00:00.0000000,Nishant,Maharashtra,Mumbai,32,7,3,Clothing,Hankerchief,COD
B-25962,2018-01-19 00:00:00.0000000,Tejeswini,Maharashtra,Pune,260,68,2,Electronics,Printers,COD
B-26025,2018-02-19 00:00:00.0000000,Bhavna,Sikkim,Gangtok,41,19,5,Clothing,Hankerchief,Debit Card
B-26048,2018-03-04 00:00:00.0000000,Parth,Maharashtra,Pune,401,13,6,Furniture,Chairs,Credit Card
B-25635,2018-04-26 00:00:00.0000000,Nidhi,Nagaland,Kohima,382,30,3,Clothing,Saree,Credit Card
B-25981,2018-01-28 00:00:00.0000000,Amruta,Delhi,Delhi,867,251,5,Electronics,Phones,COD
B-25610,2018-04-09 00:00:00.0000000,Yogesh,Bihar,Patna,43,0,3,Clothing,Saree,Debit Card
B-25733,2018-07-28 00:00:00.0000000,Dhirajendu,Maharashtra,Mumbai,43,-43,7,Clothing,Stole,Debit Card
B-25977,2018-01-27 00:00:00.0000000,Aayushi,Gujarat,Surat,74,29,3,Clothing,Stole,COD
B-25655,2018-05-11 00:00:00.0000000,Nida,Madhya Pradesh,Indore,44,-26,3,Clothing,Hankerchief,Debit Card
B-25612,2018-04-12 00:00:00.0000000,Shrichand,Punjab,Chandigarh,259,-55,2,Furniture,Chairs,COD
B-25608,2018-04-08 00:00:00.0000000,Aarushi,Tamil Nadu,Chennai,257,23,5,Clothing,Hankerchief,COD
B-25752,2018-08-14 00:00:00.0000000,Vaibhav,Madhya Pradesh,Indore,76,27,5,Clothing,Stole,COD
B-25700,2018-06-25 00:00:00.0000000,Shubhi,Maharashtra,Mumbai,44,-32,3,Clothing,Stole,Debit Card
B-25856,2018-11-10 00:00:00.0000000,Abhijeet,Maharashtra,Mumbai,257,3,2,Clothing,Saree,COD
B-26026,2018-02-19 00:00:00.0000000,Kanak,Goa,Goa,255,76,9,Clothing,Hankerchief,COD
B-25861,2018-11-15 00:00:00.0000000,Aayush,Uttar Pradesh,Lucknow,44,14,3,Clothing,Hankerchief,Debit Card
B-25673,2018-05-28 00:00:00.0000000,Arsheen,Gujarat,Ahmedabad,45,-2,4,Clothing,Shirt,COD
B-25681,2018-06-04 00:00:00.0000000,Bhawna,Madhya Pradesh,Indore,44,-3,1,Clothing,Saree,Debit Card
B-26051,2018-03-07 00:00:00.0000000,Parishi,West Bengal,Kolkata,382,119,2,Clothing,Saree,Credit Card
B-25951,2018-01-13 00:00:00.0000000,Jesal,West Bengal,Kolkata,250,100,3,Clothing,Trousers,COD
B-25799,2018-10-01 00:00:00.0000000,Divyansh,Gujarat,Ahmedabad,45,-15,2,Furniture,Chairs,COD
B-26053,2018-03-09 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,246,61,2,Furniture,Bookcases,COD
B-26030,2018-02-21 00:00:00.0000000,Sarita,Maharashtra,Pune,50,25,5,Clothing,Stole,COD
B-26054,2018-03-10 00:00:00.0000000,Mayank,Maharashtra,Mumbai,246,98,5,Clothing,Hankerchief,COD
B-25696,2018-06-21 00:00:00.0000000,Noopur,Karnataka,Bangalore,44,99,3,Clothing,Kurti,Debit Card
B-25660,2018-05-16 00:00:00.0000000,Shruti,Karnataka,Bangalore,245,-78,3,Clothing,Saree,COD
B-25858,2018-11-13 00:00:00.0000000,Uudhav,Maharashtra,Mumbai,245,30,2,Clothing,Saree,COD
B-26045,2018-03-03 00:00:00.0000000,Nidhi,Nagaland,Kohima,376,0,7,Clothing,Stole,Credit Card
B-25850,2018-11-05 00:00:00.0000000,Abhishek,Goa,Goa,45,1,3,Clothing,T-shirt,Debit Card
B-25781,2018-09-14 00:00:00.0000000,Rutuja,Gujarat,Ahmedabad,45,-28,2,Clothing,Stole,Debit Card
B-25918,2018-12-22 00:00:00.0000000,Karandeep,Madhya Pradesh,Indore,244,-122,5,Furniture,Furnishings,COD
B-25971,2018-01-22 00:00:00.0000000,Mitali,Madhya Pradesh,Indore,244,83,2,Furniture,Bookcases,COD
B-25870,2018-11-20 00:00:00.0000000,Pranav,Andhra Pradesh,Hyderabad,10,4,1,Clothing,Kurti,UPI
B-25770,2018-09-02 00:00:00.0000000,Sakshi,Madhya Pradesh,Indore,375,180,3,Furniture,Bookcases,Credit Card
B-25757,2018-08-21 00:00:00.0000000,Vishakha,Madhya Pradesh,Indore,46,14,5,Clothing,Skirt,Debit Card
B-25699,2018-06-24 00:00:00.0000000,Kritika,Uttar Pradesh,Lucknow,49,-31,2,Clothing,Stole,UPI
B-25776,2018-09-09 00:00:00.0000000,Mousam,Maharashtra,Mumbai,47,-20,2,Clothing,Kurti,Debit Card
B-25893,2018-12-04 00:00:00.0000000,Vrinda,Uttar Pradesh,Mathura,355,-114,7,Clothing,Stole,Credit Card
B-25985,2018-01-31 00:00:00.0000000,Ginny,Madhya Pradesh,Indore,32,8,5,Clothing,Hankerchief,UPI
B-25681,2018-06-04 00:00:00.0000000,Bhawna,Madhya Pradesh,Indore,243,-14,2,Furniture,Chairs,COD
B-26063,2018-03-15 00:00:00.0000000,Farah,Nagaland,Kohima,241,-77,4,Electronics,Electronic Games,COD
B-26032,2018-02-22 00:00:00.0000000,Monisha,Rajasthan,Jaipur,47,15,5,Clothing,Saree,Debit Card
B-26001,2018-02-07 00:00:00.0000000,Patil,Delhi,Delhi,50,-10,6,Clothing,Skirt,Debit Card
B-26056,2018-03-10 00:00:00.0000000,Sonal,Bihar,Patna,15,6,2,Clothing,Hankerchief,COD
B-25850,2018-11-05 00:00:00.0000000,Abhishek,Goa,Goa,148,24,3,Clothing,Stole,COD
B-25767,2018-08-31 00:00:00.0000000,Ashmeet,West Bengal,Kolkata,299,-28,3,Electronics,Electronic Games,UPI
B-25693,2018-06-18 00:00:00.0000000,Parna,Madhya Pradesh,Bhopal,68,-30,1,Electronics,Phones,UPI
B-25850,2018-11-05 00:00:00.0000000,Abhishek,Goa,Goa,52,18,5,Clothing,Leggings,Debit Card
B-25796,2018-09-24 00:00:00.0000000,Sukrith,Maharashtra,Mumbai,239,-162,5,Furniture,Chairs,COD
B-26053,2018-03-09 00:00:00.0000000,Kirti,Jammu and Kashmir,Kashmir,27,6,3,Clothing,Skirt,COD
B-25650,2018-05-06 00:00:00.0000000,Chirag,Maharashtra,Mumbai,238,20,2,Clothing,Saree,COD
B-25961,2018-01-18 00:00:00.0000000,Surbhi,Gujarat,Ahmedabad,48,16,3,Clothing,Shirt,COD
B-26023,2018-02-19 00:00:00.0000000,Mukesh,Haryana,Chandigarh,66,22,3,Clothing,Stole,UPI
B-25809,2018-10-09 00:00:00.0000000,Suman,Kerala ,Thiruvananthapuram,53,24,1,Clothing,Hankerchief,Debit Card
B-25621,2018-04-20 00:00:00.0000000,Deepak,Madhya Pradesh,Bhopal,233,-10,5,Electronics,Electronic Games,COD
B-25854,2018-11-08 00:00:00.0000000,Shubham,Maharashtra,Pune,53,-2,3,Clothing,Saree,Debit Card
B-26057,2018-03-10 00:00:00.0000000,Sharda,Kerala ,Thiruvananthapuram,54,8,4,Clothing,T-shirt,Debit Card
B-25688,2018-06-11 00:00:00.0000000,Swetha,Madhya Pradesh,Indore,352,-345,5,Clothing,Saree,Credit Card
B-25885,2018-11-28 00:00:00.0000000,Shatayu,Madhya Pradesh,Indore,349,0,7,Clothing,Stole,Credit Card
B-25753,2018-08-17 00:00:00.0000000,Shivam,Uttar Pradesh,Lucknow,341,-85,6,Clothing,Trousers,Credit Card
B-25981,2018-01-28 00:00:00.0000000,Amruta,Delhi,Delhi,54,12,3,Clothing,Saree,Debit Card
B-26055,2018-03-10 00:00:00.0000000,Harivansh,Uttar Pradesh,Mathura,57,7,2,Clothing,Shirt,UPI
B-25714,2018-07-09 00:00:00.0000000,Stuti,Karnataka,Bangalore,340,20,7,Clothing,Shirt,Credit Card
B-26055,2018-03-10 00:00:00.0000000,Harivansh,Uttar Pradesh,Mathura,227,48,5,Clothing,Stole,COD
B-25989,2018-02-01 00:00:00.0000000,Anjali,Delhi,Delhi,330,81,1,Furniture,Bookcases,Credit Card
B-25710,2018-07-05 00:00:00.0000000,Megha,Maharashtra,Pune,216,-38,6,Furniture,Furnishings,UPI
B-25773,2018-09-06 00:00:00.0000000,Shreya,Kerala ,Thiruvananthapuram,224,-143,3,Furniture,Chairs,COD
B-25661,2018-05-17 00:00:00.0000000,Subhashree,Jammu and Kashmir,Kashmir,55,-33,2,Furniture,Chairs,Debit Card
B-26021,2018-02-17 00:00:00.0000000,Anita,Kerala ,Thiruvananthapuram,49,21,1,Clothing,Stole,UPI
B-26057,2018-03-10 00:00:00.0000000,Sharda,Kerala ,Thiruvananthapuram,224,87,3,Clothing,Trousers,COD
B-25858,2018-11-13 00:00:00.0000000,Uudhav,Maharashtra,Mumbai,223,27,2,Furniture,Bookcases,COD
B-25857,2018-11-10 00:00:00.0000000,Anand,Madhya Pradesh,Indore,324,39,8,Electronics,Accessories,Credit Card
B-25656,2018-05-11 00:00:00.0000000,Priyanka,Maharashtra,Pune,56,18,2,Clothing,Hankerchief,Debit Card
B-25999,2018-02-05 00:00:00.0000000,Diwakar,Delhi,Delhi,223,62,7,Clothing,Shirt,COD
B-25856,2018-11-10 00:00:00.0000000,Abhijeet,Maharashtra,Mumbai,10,2,2,Clothing,Skirt,COD
B-25926,2018-12-30 00:00:00.0000000,Dipali,Madhya Pradesh,Indore,57,6,5,Clothing,Leggings,Debit Card
B-25728,2018-07-22 00:00:00.0000000,Ameesha,Maharashtra,Pune,322,-113,4,Clothing,Saree,Credit Card
B-26076,2018-03-21 00:00:00.0000000,Jahan,Madhya Pradesh,Bhopal,219,4,2,Clothing,Saree,COD
B-25913,2018-12-17 00:00:00.0000000,Geetanjali,Delhi,Delhi,103,21,7,Clothing,Stole,UPI
B-25703,2018-06-28 00:00:00.0000000,Ekta,Madhya Pradesh,Indore,47,-27,4,Clothing,Saree,COD
B-25858,2018-11-13 00:00:00.0000000,Uudhav,Maharashtra,Mumbai,219,0,1,Clothing,Saree,COD
B-25727,2018-07-22 00:00:00.0000000,Turumella,Madhya Pradesh,Indore,57,-48,6,Clothing,Leggings,Debit Card
B-26020,2018-02-16 00:00:00.0000000,Yogesh,Bihar,Patna,319,102,6,Electronics,Accessories,Credit Card
B-26003,2018-02-08 00:00:00.0000000,Hitesh,Madhya Pradesh,Bhopal,315,-8,3,Furniture,Chairs,Credit Card
B-25925,2018-12-29 00:00:00.0000000,Shruti,Maharashtra,Mumbai,314,-41,3,Electronics,Electronic Games,Credit Card
B-26087,2018-03-26 00:00:00.0000000,Vandana,Himachal Pradesh,Simla,311,40,1,Electronics,Electronic Games,EMI
B-25810,2018-10-10 00:00:00.0000000,Nripraj,Punjab,Chandigarh,307,74,3,Electronics,Accessories,EMI
B-25858,2018-11-13 00:00:00.0000000,Uudhav,Maharashtra,Mumbai,294,109,7,Electronics,Accessories,EMI
B-25861,2018-11-15 00:00:00.0000000,Aayush,Uttar Pradesh,Lucknow,216,-83,3,Electronics,Electronic Games,COD
B-25661,2018-05-17 00:00:00.0000000,Subhashree,Jammu and Kashmir,Kashmir,58,-42,2,Furniture,Chairs,Debit Card
B-25943,2018-01-09 00:00:00.0000000,Shardul,Gujarat,Ahmedabad,48,20,4,Clothing,Stole,UPI
B-25955,2018-01-16 00:00:00.0000000,Shiva,Maharashtra,Pune,54,14,3,Clothing,T-shirt,UPI
B-26051,2018-03-07 00:00:00.0000000,Parishi,West Bengal,Kolkata,216,50,4,Clothing,Stole,COD
B-25999,2018-02-05 00:00:00.0000000,Diwakar,Delhi,Delhi,215,-30,2,Clothing,Saree,COD
B-26083,2018-03-24 00:00:00.0000000,Yogesh,Bihar,Patna,43,8,3,Clothing,Leggings,COD
B-25950,2018-01-13 00:00:00.0000000,Shruti,Madhya Pradesh,Indore,136,-33,5,Clothing,Saree,COD
B-25625,2018-04-23 00:00:00.0000000,Pinky,Jammu and Kashmir,Kashmir,59,-30,3,Clothing,Leggings,Debit Card
B-26055,2018-03-10 00:00:00.0000000,Harivansh,Uttar Pradesh,Mathura,213,4,14,Clothing,Shirt,COD
B-26023,2018-02-19 00:00:00.0000000,Mukesh,Haryana,Chandigarh,59,21,2,Clothing,Stole,Debit Card
B-26010,2018-02-11 00:00:00.0000000,Kartikay,Bihar,Patna,55,3,3,Clothing,T-shirt,COD
B-25955,2018-01-16 00:00:00.0000000,Shiva,Maharashtra,Pune,294,62,9,Clothing,T-shirt,EMI
B-25900,2018-12-09 00:00:00.0000000,Anand,Punjab,Amritsar,210,62,2,Electronics,Phones,COD
B-26089,2018-03-26 00:00:00.0000000,Kanak,Goa,Goa,59,24,6,Clothing,Kurti,Debit Card
B-25655,2018-05-11 00:00:00.0000000,Nida,Madhya Pradesh,Indore,396,-31,9,Clothing,Saree,COD
B-25979,2018-01-27 00:00:00.0000000,Shivangi,Madhya Pradesh,Indore,284,45,2,Furniture,Bookcases,EMI
B-26002,2018-02-08 00:00:00.0000000,Harsh,Delhi,Delhi,276,52,5,Clothing,Saree,EMI
B-25635,2018-04-26 00:00:00.0000000,Nidhi,Nagaland,Kohima,23,2,2,Clothing,Skirt,UPI
B-26084,2018-03-25 00:00:00.0000000,Anita,Kerala ,Thiruvananthapuram,209,-63,4,Electronics,Electronic Games,COD
B-25998,2018-02-04 00:00:00.0000000,Anmol,Rajasthan,Udaipur,50,-28,5,Furniture,Furnishings,COD
B-25872,2018-11-22 00:00:00.0000000,Saurabh,Maharashtra,Mumbai,57,27,2,Clothing,Shirt,COD
B-25795,2018-09-24 00:00:00.0000000,Sukant,Sikkim,Gangtok,276,-21,2,Electronics,Phones,EMI
B-25902,2018-12-10 00:00:00.0000000,Ishpreet,Maharashtra,Mumbai,268,6,2,Furniture,Bookcases,UPI
B-25650,2018-05-06 00:00:00.0000000,Chirag,Maharashtra,Mumbai,269,111,3,Clothing,Trousers,EMI
B-25957,2018-01-18 00:00:00.0000000,Mahima,Madhya Pradesh,Indore,209,2,1,Clothing,Saree,COD
B-25793,2018-09-24 00:00:00.0000000,Siddharth,Madhya Pradesh,Indore,60,-12,4,Clothing,Hankerchief,Debit Card
B-25654,2018-05-10 00:00:00.0000000,Sabah,Maharashtra,Mumbai,269,-86,2,Electronics,Electronic Games,EMI
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,208,-25,2,Clothing,Saree,COD
B-25835,2018-10-29 00:00:00.0000000,Moumita,Gujarat,Ahmedabad,27,2,2,Clothing,Leggings,UPI
B-25652,2018-05-08 00:00:00.0000000,Tushina,Goa,Goa,206,-206,3,Clothing,Saree,COD
B-26018,2018-02-14 00:00:00.0000000,Aarushi,Tamil Nadu,Chennai,61,8,4,Clothing,Hankerchief,Debit Card
B-25750,2018-08-14 00:00:00.0000000,Priyanshu,Madhya Pradesh,Indore,212,-24,2,Furniture,Chairs,COD
B-25840,2018-10-31 00:00:00.0000000,Sneha,Karnataka,Bangalore,262,64,6,Clothing,Saree,EMI
B-25756,2018-08-20 00:00:00.0000000,Mohan,Maharashtra,Mumbai,204,276,3,Furniture,Bookcases,COD
